CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL3286732	1757252	CHEMBL3286732	1757252		2	449.53	2.37	137.82	0	Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNC(=O)O4)c5cccs5	14721766	Inhibition					Active		0	BAO_0000376			1362749	CHEMBL3295192	B	Competitive inhibition of FLAG-tagged full-length human recombinant HDAC2 expressed in baculovirus infected Sf9 cells using acetyl-lysine containing peptide as substrate preincubated for 10 mins followed by substrate addition measured after 60 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			83736	CHEMBL3286368		ACS Med. Chem. Lett.	2014	5	4	340			
CHEMBL3286732	1757252	CHEMBL3286732	1757252		2	449.53	2.37	137.82	0	Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNC(=O)O4)c5cccs5	14721768	Inhibition					Active		0	BAO_0000376			1362751	CHEMBL3295194	B	Reversible inhibition of FLAG-tagged full-length human recombinant HDAC2 expressed in baculovirus infected Sf9 cells using acetyl-lysine containing peptide as substrate preincubated for 10 mins followed by substrate addition measured after 60 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			83736	CHEMBL3286368		ACS Med. Chem. Lett.	2014	5	4	340			
CHEMBL3526396	1924092	CHEMBL3526396	1924092		M2	349.43	1.95	78.59	0	C[C@@]12Nc3ccccc3[C@]1(O)CCN2Cc4ccc(\C=C\C(=O)N)cc4	15470275	IC50	=	6000	nM	5.22			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1484269	CHEMBL3538485	B	Inhibition of flag-tagged HDAC2 (unknown origin) expressed in SF21 cells using [3H]acetylated human histone H4 peptide as substrate by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91925	CHEMBL3526051	22344701	Drug Metab. Dispos.	2012	40	5	1041			
CHEMBL3417214	1840422	CHEMBL3417214	1840422		11b	663.78	5.55	149.38	2	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NCc4ccc(cc4)C(=O)Nc5cc(ccc5N)c6cccs6	15218884	IC50	=	270	nM	6.57			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1471124	CHEMBL3421014	B	Inhibition of recombinant human HDAC2 expressed in baculovirus infected insect High5 cells using Ac-Lys-Tyr-Lys (epsilon-acetyl)-AMC as substrate after 24 hrs by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91571	CHEMBL3414494	25805446	Eur. J. Med. Chem.	2015	95		127			
CHEMBL3417213	1840421	CHEMBL3417213	1840421		11a	581.66	4.08	121.14	1	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NCc4ccc(cc4)C(=O)Nc5ccccc5N	15218900	IC50	=	6730	nM	5.17			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1471124	CHEMBL3421014	B	Inhibition of recombinant human HDAC2 expressed in baculovirus infected insect High5 cells using Ac-Lys-Tyr-Lys (epsilon-acetyl)-AMC as substrate after 24 hrs by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91571	CHEMBL3414494	25805446	Eur. J. Med. Chem.	2015	95		127			
CHEMBL3417210	1840418	CHEMBL3417210	1840418		6b	677.77	5.22	166.45	2	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)c4ccc(cc4)C(=O)Nc5cc(ccc5N)c6cccs6	15218911	IC50	=	380	nM	6.42			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1471124	CHEMBL3421014	B	Inhibition of recombinant human HDAC2 expressed in baculovirus infected insect High5 cells using Ac-Lys-Tyr-Lys (epsilon-acetyl)-AMC as substrate after 24 hrs by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91571	CHEMBL3414494	25805446	Eur. J. Med. Chem.	2015	95		127			
CHEMBL3421737	1841173	CHEMBL3421737	1841173		10a	399.45	2.57	106.07	0	Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccccc4)cc2	15234966	IC50	=	530	nM	6.28			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475364	CHEMBL3425297	B	Inhibition of recombinant HDAC2 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91680	CHEMBL3421568	25874326	Eur. J. Med. Chem.	2015	96		1			
CHEMBL3421739	1841175	CHEMBL3421739	1841175		10c	429.47	2.56	115.3	0	COc1ccc(cc1)c2noc(CNCc3ccc(cc3)C(=O)Nc4ccccc4N)n2	15234968	IC50	=	290	nM	6.54			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475364	CHEMBL3425297	B	Inhibition of recombinant HDAC2 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91680	CHEMBL3421568	25874326	Eur. J. Med. Chem.	2015	96		1			
CHEMBL3421742	1841178	CHEMBL3421742	1841178		10f	444.44	2.47	151.88	0	Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccc(cc4)[N+](=O)[O-])cc2	15234971	IC50	=	150	nM	6.82			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475364	CHEMBL3425297	B	Inhibition of recombinant HDAC2 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91680	CHEMBL3421568	25874326	Eur. J. Med. Chem.	2015	96		1			
CHEMBL3421743	1841179	CHEMBL3421743	1841179		10g	417.44	2.78	106.07	0	Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccc(F)cc4)cc2	15234972	IC50	=	280	nM	6.55			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475364	CHEMBL3425297	B	Inhibition of recombinant HDAC2 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91680	CHEMBL3421568	25874326	Eur. J. Med. Chem.	2015	96		1			
CHEMBL3421744	1841180	CHEMBL3421744	1841180		10h	405.47	2.53	134.31	0	Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4cccs4)cc2	15234973	IC50	=	4390	nM	5.36			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475364	CHEMBL3425297	B	Inhibition of recombinant HDAC2 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91680	CHEMBL3421568	25874326	Eur. J. Med. Chem.	2015	96		1			
CHEMBL3421745	1841181	CHEMBL3421745	1841181		10i	400.43	1.42	118.96	0	Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4cccnc4)cc2	15234974	IC50	=	8370	nM	5.08			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475364	CHEMBL3425297	B	Inhibition of recombinant HDAC2 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91680	CHEMBL3421568	25874326	Eur. J. Med. Chem.	2015	96		1			
CHEMBL3421747	1841183	CHEMBL3421747	1841183		11a	324.33	1.55	100.28	0	ONC(=O)c1ccc(CNCc2onc(n2)c3ccccc3)cc1	15234976	IC50	>	10000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475364	CHEMBL3425297	B	Inhibition of recombinant HDAC2 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			91680	CHEMBL3421568	25874326	Eur. J. Med. Chem.	2015	96		1			
CHEMBL3421752	1841188	CHEMBL3421752	1841188		11f	369.33	1.44	146.1	0	ONC(=O)c1ccc(CNCc2onc(n2)c3ccc(cc3)[N+](=O)[O-])cc1	15234981	IC50	=	9230	nM	5.03			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475364	CHEMBL3425297	B	Inhibition of recombinant HDAC2 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91680	CHEMBL3421568	25874326	Eur. J. Med. Chem.	2015	96		1			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA, Zolinza	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	15234984	IC50	=	280	nM	6.55			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475364	CHEMBL3425297	B	Inhibition of recombinant HDAC2 (unknown origin) using fluorogenic substrate Boc-Lys (acetyl)-AMC after 20 mins by homogeneous fluorescence release assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91680	CHEMBL3421568	25874326	Eur. J. Med. Chem.	2015	96		1			
CHEMBL3526395	1924091	CHEMBL3526395	1924091		M1	365.43	1.96	84.83	0	C[C@@]12Nc3ccccc3[C@]1(O)CCN2Cc4ccc(\C=C\C(=O)NO)cc4	15470296	IC50	=	1500	nM	5.82			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1484269	CHEMBL3538485	B	Inhibition of flag-tagged HDAC2 (unknown origin) expressed in SF21 cells using [3H]acetylated human histone H4 peptide as substrate by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		91925	CHEMBL3526051	22344701	Drug Metab. Dispos.	2012	40	5	1041			
CHEMBL2431901	1583962	CHEMBL2431901	1583962		2	299.32	1.51	74.57	0	Cn1cccc1C(=O)N2CCc3cc(ccc3C2)C(=O)NO	14992234	IC50	>	50000	nM				1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1431996	CHEMBL3388101	B	Inhibition of full length C-terminal 6x-His tagged human HDAC2 using Arg-His-Lys-Lys(Ac) substrate incubated for 2 hrs by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			89845	CHEMBL3351349	25454270	Bioorg. Med. Chem. Lett.	2014	24	23	5450			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA, Vorinostat, Zolinza	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	14992235	IC50	=	164	nM	6.79			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1431996	CHEMBL3388101	B	Inhibition of full length C-terminal 6x-His tagged human HDAC2 using Arg-His-Lys-Lys(Ac) substrate incubated for 2 hrs by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89845	CHEMBL3351349	25454270	Bioorg. Med. Chem. Lett.	2014	24	23	5450			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	1, SAHA	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	14976172	IC50	=	921	nM	6.04			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1444620	CHEMBL3376039	B	Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90082	CHEMBL3352629	25563890	Bioorg. Med. Chem. Lett.	2015	25	3	459			
CHEMBL3356922	1821065	CHEMBL3356922	1821065		86, ST8084	377.5	2.07	126.1	0	Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCC(=O)N2)c1	15138233	IC50	=	13	nM	7.89			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL3356921	1821064	CHEMBL3356921	1821064		83, ST8080	377.5	1.79	117.31	0	CN1[C@H](CCC1=O)C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2	15138234	IC50	=	103	nM	6.99			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL109654	184613	CHEMBL109654	184613		146, ST7660	223.33	2.73	67.9	0	SCCCCCC(=O)Nc1ccccc1	15138246	IC50	=	2220	nM	5.65			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	1, SAHA, Zolinza, Vorinostat	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	15138248	IC50	=	921	nM	6.04			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL3356929	1821072	CHEMBL3356929	1821072		80, ST7897	349.45	1.26	126.1	0	SCCCCC[C@H](NC(=O)[C@@H]1CC(=O)N1)C(=O)Nc2ccccc2	15138284	IC50	=	68	nM	7.17			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL3356935	1821078	CHEMBL3356935	1821078		132, ST7894	497.65	3.61	135.33	0	SCCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NCc2cccc(OCc3ccccc3)c2	15138290	IC50	=	2540	nM	5.6			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL3356937	1821080	CHEMBL3356937	1821080		84, ST7899	419.58	2.85	126.1	0	Cc1cccc(CCNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1	15138292	IC50	=	601	nM	6.22			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL3352990	1817093	CHEMBL3352990	1817093		6a	500.59	1.48	153.69	1	CC(C)[C@H]1NC(=O)C[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC1=O)\C=C\CCCC(=O)O	15126322	Ki	=	1700	nM	5.77			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1440125	CHEMBL3382538	B	Inhibition of human recombinant HDAC2 using [Ac-Leu-Gly-Lys(Ac)-AMC substrate incubated for 15 to 30 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89689	CHEMBL3351463	25380299	J. Med. Chem.	2014	57	22	9644			
CHEMBL3352991	1817094	CHEMBL3352991	1817094		6b	516.59	1.24	173.92	2	CC(C)[C@H]1NC(=O)C[C@H](NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC1=O)\C=C\CCCC(=O)O	15126323	Ki	=	600	nM	6.22			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1440125	CHEMBL3382538	B	Inhibition of human recombinant HDAC2 using [Ac-Leu-Gly-Lys(Ac)-AMC substrate incubated for 15 to 30 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89689	CHEMBL3351463	25380299	J. Med. Chem.	2014	57	22	9644			
CHEMBL3352823	1817100	CHEMBL3352823	1817100		9b	516.59	1.1	173.92	2	CC(C)[C@H]1NC(=O)C[C@@H](C\C=C/CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC1=O	15126329	Ki	=	300	nM	6.52			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1440125	CHEMBL3382538	B	Inhibition of human recombinant HDAC2 using [Ac-Leu-Gly-Lys(Ac)-AMC substrate incubated for 15 to 30 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89689	CHEMBL3351463	25380299	J. Med. Chem.	2014	57	22	9644			
CHEMBL3352997	1817101	CHEMBL3352997	1817101		9c	539.62	1.64	169.48	2	CC(C)[C@H]1NC(=O)C[C@@H](C\C=C/CCC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C)NC1=O	15126330	Ki	=	300	nM	6.52			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1440125	CHEMBL3382538	B	Inhibition of human recombinant HDAC2 using [Ac-Leu-Gly-Lys(Ac)-AMC substrate incubated for 15 to 30 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89689	CHEMBL3351463	25380299	J. Med. Chem.	2014	57	22	9644			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA, Vorinostat	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	15053551	IC50	=	28	nM	7.55			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1450057	CHEMBL3373319	B	Inhibition of human HDAC2 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90190	CHEMBL3351757	24864038	Bioorg. Med. Chem.	2014	22	14	3720			
CHEMBL3311473	1780583	CHEMBL3311473	1780583		21	361.44	1.75	107.53	0	CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCCCCCCC(=O)NO	15053557	IC50	=	93	nM	7.03			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1450057	CHEMBL3373319	B	Inhibition of human HDAC2 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90190	CHEMBL3351757	24864038	Bioorg. Med. Chem.	2014	22	14	3720			
CHEMBL3309288	1778376	CHEMBL3309288	1778376		31	345.39	2.55	100.55	0	COc1ccc2cc(ccc2n1)C(=O)NCCCCCCC(=O)NO	15053560	IC50	=	170	nM	6.77			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1450057	CHEMBL3373319	B	Inhibition of human HDAC2 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90190	CHEMBL3351757	24864038	Bioorg. Med. Chem.	2014	22	14	3720			
CHEMBL3309290	1778378	CHEMBL3309290	1778378		33	393.44	2.01	107.52	0	CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCc3cccc(\C=C\C(=O)NO)c3	15053561	IC50	=	100	nM	7			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1450057	CHEMBL3373319	B	Inhibition of human HDAC2 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90190	CHEMBL3351757	24864038	Bioorg. Med. Chem.	2014	22	14	3720			
CHEMBL3309291	1778379	CHEMBL3309291	1778379		34	393.44	2.01	107.53	0	CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCc3ccc(\C=C\C(=O)NO)cc3	15053562	IC50	=	22	nM	7.66			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1450057	CHEMBL3373319	B	Inhibition of human HDAC2 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90190	CHEMBL3351757	24864038	Bioorg. Med. Chem.	2014	22	14	3720			
